p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	aln	tcas	D.Symbol	D.Name	tcas_name	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC013539	1.53945796101835e-301	0.692252820029076	0.959	0.422	1.62982414333013e-297	0	TcasGA2-TC013539	TcasGA2_TC013539	gnl|WGS:AAJJ|TC013539-PA	CG31816	uncharacterized protein Dmel_CG31816	TcasGA2-TC013539	CM000280.3	8269642	8270393	752	-	hypothetical protein	5
TcasGA2-TC030612	1.10814583199521e-300	0.762564245389872	0.789	0.311	1.17319399233332e-296	0	TcasGA2-TC030612	TcasGA2_TC030612	gnl|WGS:AAJJ|TC030612-PA	Tbce	Tubulin-specific chaperone E, isoform C	TcasGA2-TC030612	CM000278.3	8834143	8836118	1976	-	Tubulin-specific chaperone E-like Protein	3
TcasGA2-TC010513	1.25467332122544e-300	0.789649200908602	0.971	0.431	1.32832264518137e-296	0	TcasGA2-TC010513	TcasGA2_TC010513	gnl|WGS:AAJJ|TC010513-PA	Dlc90F	dynein light chain 90F	TcasGA2-TC010513	CM000278.3	14896566	14897092	527	-	Dynein light chain Tctex-type-like Protein	3
TcasGA2-TC006344	6.01648121793387e-299	0.750867270506414	0.781	0.297	6.36964866542659e-295	0	TcasGA2-TC006344	TcasGA2_TC006344	gnl|WGS:AAJJ|TC006344-PA	CG8460	uncharacterized protein Dmel_CG8460	TcasGA2-TC006344	CM000283.3	7531072	7533406	2335	+	Chitinase domain-containing protein 1-like Protein	8
TcasGA2-TC033493	9.63860868433926e-299	0.689403127104677	0.811	0.314	1.020439501411e-294	0	TcasGA2-TC033493	TcasGA2_TC033493	gnl|WGS:AAJJ|TC033493-PA	Hsp68	heat shock protein 68	TcasGA2-TC033493	CM000283.3	1631152	1653403	22252	-	Heat shock protein 68-like Protein	8
TcasGA2-TC007131	1.8204905443727e-298	0.815759485066073	0.973	0.427	1.92735333932738e-294	0	TcasGA2-TC007131	TcasGA2_TC007131	gnl|WGS:AAJJ|TC007131-PA	clos	closca	TcasGA2-TC007131	CM000279.2	8906416	8919468	13053	-	hypothetical protein	4
TcasGA2-TC012675	3.53445528126641e-297	0.75438732059435	0.669	0.233	3.74192780627675e-293	0	TcasGA2-TC012675	TcasGA2_TC012675	gnl|WGS:AAJJ|TC012675-PA	CG14079	uncharacterized protein Dmel_CG14079	TcasGA2-TC012675	CM000284.3	12999226	13003447	4222	+	hypothetical protein	9
TcasGA2-TC033262	7.92107118638931e-297	0.795864788067278	0.977	0.444	8.38603806503036e-293	0	TcasGA2-TC033262	TcasGA2_TC033262	gnl|WGS:AAJJ|TC033262-PA	Traf-like	TNF-receptor-associated factor-like, isoform A	TcasGA2-TC033262	CM000280.3	15085898	15092407	6510	+	hypothetical protein	5
TcasGA2-TC003077	2.62882804241422e-294	0.755450949738792	0.96	0.444	2.78314024850394e-290	0	TcasGA2-TC003077	TcasGA2_TC003077	gnl|WGS:AAJJ|TC003077-PA	CG15708	uncharacterized protein Dmel_CG15708	TcasGA2-TC003077	CM000278.3	2638736	2639886	1151	-	hypothetical protein	3
TcasGA2-TC034754	9.10989753858631e-293	0.953580431882416	0.991	0.467	9.64464852410133e-289	0	TcasGA2-TC034754	TcasGA2_TC034754	gnl|WGS:AAJJ|TC034754-PA	sli	slit, isoform F	TcasGA2-TC034754	CM000282.3	482826	484375	1550	-	hypothetical protein	7
TcasGA2-TC002674	1.27664499699592e-291	0.763459826225424	0.669	0.234	1.35158405831958e-287	0	TcasGA2-TC002674	TcasGA2_TC002674	gnl|WGS:AAJJ|TC002674-PA	Atg16	Autophagy-related 16, isoform F	TcasGA2-TC002674	CM000278.3	18002588	18011613	9026	+	Autophagy-related protein 16-1-like Protein	3
TcasGA2-TC012271	4.74750915797761e-288	0.777305566311025	0.977	0.472	5.02618794555089e-284	0	TcasGA2-TC012271	TcasGA2_TC012271	gnl|WGS:AAJJ|TC012271-PA	nej	nejire, isoform E	TcasGA2-TC012271	CM000284.3	3470482	3473710	3229	+	hypothetical protein	9
TcasGA2-TC001558	1.58123002777294e-285	0.562524434269567	0.783	0.295	1.67404823040322e-281	0	TcasGA2-TC001558	TcasGA2_TC001558	gnl|WGS:AAJJ|TC001558-PA	Tom20	translocase of outer membrane 20, isoform B	TcasGA2-TC001558	CM000278.3	3468398	3469485	1088	+	Mitochondrial import receptor subunit TOM20 homolog-like Protein	3
TcasGA2-TC013702	2.94125283421354e-285	0.73805820630513	0.868	0.366	3.11390437558187e-281	0	TcasGA2-TC013702	TcasGA2_TC013702	gnl|WGS:AAJJ|TC013702-PA	rngo	rings lost, isoform B	TcasGA2-TC013702	CM000280.3	5705561	5710180	4620	-	Protein DDI1 homolog 2-like Protein	5
TcasGA2-TC000526	4.04944315491927e-285	0.848078954676987	0.991	0.475	4.28714546811303e-281	0	TcasGA2-TC000526	TcasGA2_TC000526	gnl|WGS:AAJJ|TC000526-PA	CG4988	uncharacterized protein Dmel_CG4988	TcasGA2-TC000526	CM000277.3	10182303	10184439	2137	-	hypothetical protein	2
TcasGA2-TC014970	5.3909344421766e-284	0.884299975592747	0.998	0.685	5.70738229393237e-280	0	TcasGA2-TC014970	TcasGA2_TC014970	gnl|WGS:AAJJ|TC014970-PA	CG30356	uncharacterized protein Dmel_CG30356	TcasGA2-TC014970	CM000281.3	5722703	5723150	448	-	hypothetical protein	6
TcasGA2-TC005215	8.8125747482276e-283	0.53595751729564	0.86	0.336	9.32987288594856e-279	0	TcasGA2-TC005215	TcasGA2_TC005215	gnl|WGS:AAJJ|TC005215-PA	CG13585	uncharacterized protein Dmel_CG13585, isoform C	TcasGA2-TC005215	CM000284.3	1790823	1796566	5744	-	Small integral membrane protein 14-like Protein	9
TcasGA2-TC008685	7.10740837126952e-282	0.689941477276176	0.962	0.416	7.52461324266304e-278	0	TcasGA2-TC008685	TcasGA2_TC008685	gnl|WGS:AAJJ|TC008685-PA	Pdh	photoreceptor dehydrogenase, isoform A	TcasGA2-TC008685	CM000282.3	13973273	13975771	2499	+	hypothetical protein	7
TcasGA2-TC034327	3.91216971402699e-280	0.61568877499487	0.998	0.824	4.14181407624038e-276	0	TcasGA2-TC034327	TcasGA2_TC034327	gnl|WGS:AAJJ|TC034327-PA	Moe	moesin, isoform A	TcasGA2-TC034327	CM000284.3	7077071	7084037	6967	-	hypothetical protein	9
TcasGA2-TC005670	5.69492325227268e-280	0.732499194504867	0.63	0.216	6.02921524718109e-276	0	TcasGA2-TC005670	TcasGA2_TC005670	gnl|WGS:AAJJ|TC005670-PA	slow	slowdown, isoform A	TcasGA2-TC005670	CM000283.3	9834183	9860399	26217	-	Neurogenic locus protein delta-like Protein	8
TcasGA2-TC006168	3.07852024626476e-279	0.668751954209068	0.746	0.286	3.2592293847205e-275	0	TcasGA2-TC006168	TcasGA2_TC006168	gnl|WGS:AAJJ|TC006168-PA	TFAM	mitochondrial transcription factor A, isoform A	TcasGA2-TC006168	CM000283.3	4219403	4220448	1046	+	Transcription factor A, mitochondrial-like Protein	8
TcasGA2-TC005985	2.46108914361995e-278	0.699084142468962	0.598	0.195	2.60555507635044e-274	0	TcasGA2-TC005985	TcasGA2_TC005985	gnl|WGS:AAJJ|TC005985-PA	CG7860	uncharacterized protein Dmel_CG7860, isoform B	TcasGA2-TC005985	CM000283.3	4182390	4187731	5342	-	putative isoaspartyl peptidase/L-asparaginase CG7860-like Protein	8
TcasGA2-TC002528	1.37265170842376e-277	0.575433585238026	0.76	0.284	1.45322636370823e-273	0	TcasGA2-TC002528	TcasGA2_TC002528	gnl|WGS:AAJJ|TC002528-PA	CG11041	uncharacterized protein Dmel_CG11041	TcasGA2-TC002528	CM000278.3	25647098	25647915	818	-	Calmodulin-like Protein	3
TcasGA2-TC009721	1.84963427261334e-277	0.588559723961178	0.848	0.349	1.95820780441574e-273	0	TcasGA2-TC009721	TcasGA2_TC009721	gnl|WGS:AAJJ|TC009721-PA	Eb1	Eb1, isoform E	TcasGA2-TC009721	CM000282.3	4892348	4896376	4029	+	Microtubule-associated protein RP/EB family member 1-like Protein	7
TcasGA2-TC009196	1.94162787333959e-277	0.688399516460881	0.965	0.436	2.05560142950462e-273	0	TcasGA2-TC009196	TcasGA2_TC009196	gnl|WGS:AAJJ|TC009196-PA	TTLL5	tubulin tyrosine ligase-like 5, isoform B	TcasGA2-TC009196	CM000282.3	3239645	3245814	6170	-	Tubulin polyglutamylase TTLL5-like Protein	7
TcasGA2-TC011373	5.50233539152582e-276	0.514774358461782	0.794	0.308	5.82532247900839e-272	0	TcasGA2-TC011373	TcasGA2_TC011373	gnl|WGS:AAJJ|TC011373-PA	RFeSP	rieske iron-sulfur protein, isoform D	TcasGA2-TC011373	KQ971410.1	317730	318412	683	+	Cytochrome b-c1 complex subunit Rieske, mitochondrial-like Protein	NA
TcasGA2-TC033817	5.72113485399885e-276	0.702821368667248	0.77	0.305	6.05696546992858e-272	0	TcasGA2-TC033817	TcasGA2_TC033817	gnl|WGS:AAJJ|TC033817-PA	CG15890	uncharacterized protein Dmel_CG15890, isoform B	TcasGA2-TC033817	CM000282.3	9845203	9853135	7933	+	hypothetical protein	7
TcasGA2-TC011806	6.42044585765633e-276	0.666033542963752	0.849	0.354	6.79732602950076e-272	0	TcasGA2-TC011806	TcasGA2_TC011806	gnl|WGS:AAJJ|TC011806-PA	gammaCOP	coat protein (coatomer) gamma, isoform C	TcasGA2-TC011806	CM000284.3	13330104	13339096	8993	-	Coatomer subunit gamma-like Protein	9
TcasGA2-TC033362	7.97352082555797e-275	0.664274744715135	0.697	0.256	8.44156649801822e-271	0	TcasGA2-TC033362	TcasGA2_TC033362	gnl|WGS:AAJJ|TC033362-PA	Usp2	ubiquitin specific protease 2, isoform A	TcasGA2-TC033362	CM000281.3	2056023	2066683	10661	-	hypothetical protein	6
TcasGA2-TC008237	7.79866910507923e-274	0.454519166196063	0.783	0.286	8.25645098154738e-270	0	TcasGA2-TC008237	TcasGA2_TC008237	gnl|WGS:AAJJ|TC008237-PA	Fer1HCH	ferritin 1 heavy chain homologue, isoform J	TcasGA2-TC008237	CM000279.2	7114535	7115499	965	+	Soma ferritin-like Protein	4
TcasGA2-TC004855	1.51081171324336e-273	0.697024341662687	0.899	0.383	1.59949636081075e-269	0	TcasGA2-TC004855	TcasGA2_TC004855	gnl|WGS:AAJJ|TC004855-PA	Letm1	leucine zipper and EF-hand containing transmembrane protein 1, isoform B	TcasGA2-TC004855	CM000277.3	3145010	3150878	5869	+	LETM1 and EF-hand domain-containing protein anon-60Da, mitochondrial-like Protein	2
TcasGA2-TC008390	1.97171397778276e-273	0.571910960317279	0.883	0.373	2.08745358827861e-269	0	TcasGA2-TC008390	TcasGA2_TC008390	gnl|WGS:AAJJ|TC008390-PA	CG8813	uncharacterized protein Dmel_CG8813	TcasGA2-TC008390	CM000279.2	9646243	9648450	2208	+	hypothetical protein	4
TcasGA2-TC009470	1.10426730415333e-272	0.597612932065172	0.734	0.268	1.16908779490713e-268	0	TcasGA2-TC009470	TcasGA2_TC009470	gnl|WGS:AAJJ|TC009470-PA	Erk7	extracellularly regulated kinase 7, isoform C	TcasGA2-TC009470	CM000282.3	613617	615733	2117	-	Mitogen-activated protein kinase ERK-A-like Protein	7
TcasGA2-TC033398	1.14902469527395e-272	0.7393146690417	0.556	0.179	1.21647244488653e-268	0	TcasGA2-TC033398	TcasGA2_TC033398	gnl|WGS:AAJJ|TC033398-PA	CG7639	uncharacterized protein Dmel_CG7639	TcasGA2-TC033398	CM000281.3	3101771	3105374	3604	-	SAM50-like protein CG7639	6
TcasGA2-TC012708	1.21977545712082e-272	0.521236817140726	0.653	0.23	1.29137627645382e-268	0	TcasGA2-TC012708	TcasGA2_TC012708	gnl|WGS:AAJJ|TC012708-PA	RpL23A	ribosomal protein L23A, isoform B	TcasGA2-TC012708	CM000284.3	13524906	13526200	1295	+	60S ribosomal protein L23a-like Protein	9
TcasGA2-TC009308	2.65371780615166e-272	0.799125384039141	0.625	0.218	2.80949104137276e-268	0	TcasGA2-TC009308	TcasGA2_TC009308	gnl|WGS:AAJJ|TC009308-PA	CG13032	uncharacterized protein Dmel_CG13032	TcasGA2-TC009308	CM000282.3	182762	186559	3798	+	Coiled-coil domain-containing protein 13-like Protein	7
TcasGA2-TC011800	8.5354578796746e-271	0.569212132421639	1	0.952	9.0364892572115e-267	0	TcasGA2-TC011800	TcasGA2_TC011800	gnl|WGS:AAJJ|TC011800-PA	CG31792	uncharacterized protein Dmel_CG31792, isoform C	TcasGA2-TC011800	CM000284.3	13388637	13393523	4887	-	putative multidrug resistance-associated protein lethal(2)03659-like Protein	9
TcasGA2-TC033652	2.00444230487342e-269	0.680755153965905	0.948	0.428	2.12210306816948e-265	0	TcasGA2-TC033652	TcasGA2_TC033652	gnl|WGS:AAJJ|TC033652-PA	Ppn	papilin, isoform F	TcasGA2-TC033652	CM000282.3	4981513	4982856	1344	-	hypothetical protein	7
TcasGA2-TC015415	2.23773753830248e-268	0.575151695941233	0.734	0.28	2.36909273180083e-264	0	TcasGA2-TC015415	TcasGA2_TC015415	gnl|WGS:AAJJ|TC015415-PA	unc-119	unc-119, isoform C	TcasGA2-TC015415	CM000281.3	556861	559365	2505	+	Protein unc-119 homolog-like Protein	6
TcasGA2-TC005921	1.08249318309723e-265	0.848363932933202	0.978	0.444	1.14603553294504e-261	0	TcasGA2-TC005921	TcasGA2_TC005921	gnl|WGS:AAJJ|TC005921-PA	CG11125	uncharacterized protein Dmel_CG11125, isoform C	TcasGA2-TC005921	CM000283.3	5539285	5540499	1215	-	hypothetical protein	8
TcasGA2-TC012153	3.77024361818495e-263	0.597930658855983	0.713	0.271	3.9915569185724e-259	0	TcasGA2-TC012153	TcasGA2_TC012153	gnl|WGS:AAJJ|TC012153-PA	CG6472	uncharacterized protein Dmel_CG6472	TcasGA2-TC012153	CM000284.3	4079033	4081570	2538	-	Phospholipase A1 1-like Protein	9
TcasGA2-TC034644	1.41493633653616e-262	0.671316964066029	0.935	0.422	1.49799309949083e-258	0	TcasGA2-TC034644	TcasGA2_TC034644	gnl|WGS:AAJJ|TC034644-PA	CG3081	uncharacterized protein Dmel_CG3081, isoform B	TcasGA2-TC034644	CM000279.2	255242	260169	4928	-	hypothetical protein	4
TcasGA2-TC032595	1.75667944176257e-262	0.358616751959317	0.738	0.265	1.85979652499403e-258	0	TcasGA2-TC032595	TcasGA2_TC032595	gnl|WGS:AAJJ|TC032595-PA	Pdh	photoreceptor dehydrogenase, isoform A	TcasGA2-TC032595	CM000278.3	25010322	25011491	1170	+	Fat body protein 2-like Protein	3
TcasGA2-TC015369	3.48702678037054e-261	0.672259494477082	0.556	0.181	3.69171525237829e-257	0	TcasGA2-TC015369	TcasGA2_TC015369	gnl|WGS:AAJJ|TC015369-PA	RpII15	RNA polymerase II 15kD subunit, isoform B	TcasGA2-TC015369	CM000281.3	33106	35049	1944	+	DNA-directed RNA polymerase II subunit RPB9-like Protein	6
TcasGA2-TC016231	1.58333168310347e-260	0.591352884746249	0.864	0.368	1.67627325290164e-256	0	TcasGA2-TC016231	TcasGA2_TC016231	gnl|WGS:AAJJ|TC016231-PA	CG1463	uncharacterized protein Dmel_CG1463, isoform B	TcasGA2-TC016231	CM000285.3	4582040	4583703	1664	+	Box C/D snoRNA protein 1-like Protein	10
TcasGA2-TC006316	1.03046641154574e-259	0.862414268809562	0.997	0.506	1.09095478990348e-255	0	TcasGA2-TC006316	TcasGA2_TC006316	gnl|WGS:AAJJ|TC006316-PA	dpy	dumpy, isoform AA	TcasGA2-TC006316	CM000283.3	7140591	7148369	7779	+	hypothetical protein	8
TcasGA2-TC004088	2.0549461161261e-259	0.707808370823449	0.555	0.184	2.1755714531427e-255	0	TcasGA2-TC004088	TcasGA2_TC004088	gnl|WGS:AAJJ|TC004088-PA	CG8003	uncharacterized protein Dmel_CG8003, isoform B	TcasGA2-TC004088	KQ971645.1	18	6260	6243	+	Ankyrin repeat and MYND domain-containing protein 2-like Protein	NA
TcasGA2-TC005370	3.40928642803631e-258	0.644443141241094	0.82	0.354	3.60941154136205e-254	0	TcasGA2-TC005370	TcasGA2_TC005370	gnl|WGS:AAJJ|TC005370-PA	Nmdmc	NAD-dependent methylenetetrahydrofolate dehydrogenase, isoform B	TcasGA2-TC005370	CM000283.3	13996218	13998278	2061	-	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial-like Protein	8
TcasGA2-TC002903	1.69850173571288e-257	0.628510551420908	0.942	0.433	1.79820378759923e-253	0	TcasGA2-TC002903	TcasGA2_TC002903	gnl|WGS:AAJJ|TC002903-PA	OSCP1	organic solute carrier partner 1	TcasGA2-TC002903	CM000278.3	6843979	6844701	723	-	hypothetical protein	3
TcasGA2-TC010548	5.88632521458387e-257	0.82972400585282	0.996	0.535	6.23185250467994e-253	0	TcasGA2-TC010548	TcasGA2_TC010548	gnl|WGS:AAJJ|TC010548-PA	OtopLc	Otopetrin-like c, isoform D	TcasGA2-TC010548	CM000278.3	15382674	15387524	4851	+	hypothetical protein	3
TcasGA2-TC015760	6.21557278969849e-257	0.684017292761799	0.719	0.28	6.5804269124538e-253	0	TcasGA2-TC015760	TcasGA2_TC015760	gnl|WGS:AAJJ|TC015760-PA	CG32436	uncharacterized protein Dmel_CG32436	TcasGA2-TC015760	CM000281.3	7583403	7591799	8397	+	hypothetical protein	6
TcasGA2-TC003522	1.35126798367889e-256	0.470659222542692	0.745	0.271	1.43058741432084e-252	0	TcasGA2-TC003522	TcasGA2_TC003522	gnl|WGS:AAJJ|TC003522-PA	HDAC6	histone deacetylase 6, isoform G	TcasGA2-TC003522	CM000278.3	6229629	6230493	865	+	hypothetical protein	3
TcasGA2-TC002960	3.02597711174191e-256	0.5307812907261	0.833	0.351	3.20360196820116e-252	0	TcasGA2-TC002960	TcasGA2_TC002960	gnl|WGS:AAJJ|TC002960-PA	CG33523	uncharacterized protein Dmel_CG33523, isoform D	TcasGA2-TC002960	CM000278.3	5777326	5782432	5107	-	Motile sperm domain-containing protein 2-like Protein	3
TcasGA2-TC000319	5.19225329158255e-254	0.758277150543367	0.989	0.491	5.49703855979845e-250	0	TcasGA2-TC000319	TcasGA2_TC000319	gnl|WGS:AAJJ|TC000319-PA	Hex-A	hexokinase A, isoform A	TcasGA2-TC000319	CM000277.3	13070823	13077473	6651	-	Hexokinase type 2-like Protein	2
TcasGA2-TC015498	1.33968184576702e-253	0.662103065112989	0.755	0.304	1.41832117011354e-249	0	TcasGA2-TC015498	TcasGA2_TC015498	gnl|WGS:AAJJ|TC015498-PA	Octbeta2R	octopamine beta2 receptor, isoform A	TcasGA2-TC015498	CM000281.3	1541850	1546134	4285	+	hypothetical protein	6
TcasGA2-TC007150	1.85995097944603e-251	0.489394252504305	0.876	0.341	1.96913010193951e-247	0	TcasGA2-TC007150	TcasGA2_TC007150	gnl|WGS:AAJJ|TC007150-PA	Ten-m	tenascin major, isoform D	TcasGA2-TC007150	CM000279.2	8435953	8439330	3378	-	hypothetical protein	4
TcasGA2-TC033605	4.84888103271574e-251	0.825442253370531	0.995	0.512	5.13351034933615e-247	0	TcasGA2-TC033605	TcasGA2_TC033605	gnl|WGS:AAJJ|TC033605-PA	CG42675	uncharacterized protein Dmel_CG42675, isoform D	TcasGA2-TC033605	CM000282.3	3918626	3920023	1398	+	Zinc finger C2HC domain-containing protein 1C-like Protein	7
TcasGA2-TC034329	5.6578221901371e-250	0.592347026227914	0.68	0.256	5.98993635269815e-246	0	TcasGA2-TC034329	TcasGA2_TC034329	gnl|WGS:AAJJ|TC034329-PA	CG7920	uncharacterized protein Dmel_CG7920, isoform C	TcasGA2-TC034329	CM000284.3	7086719	7095843	9125	+	4-hydroxybutyrate coenzyme A transferase-like Protein	9
TcasGA2-TC002773	2.45650880589689e-249	0.818227141602241	0.998	0.59	2.60070587280304e-245	0	TcasGA2-TC002773	TcasGA2_TC002773	gnl|WGS:AAJJ|TC002773-PA	LManIII	lysosomal alpha-mannosidase III, isoform B	TcasGA2-TC002773	CM000278.3	11812877	11844923	32047	-	hypothetical protein	3
TcasGA2-TC008603	4.30127335181932e-249	0.832048872621095	0.998	0.566	4.55375809757112e-245	0	TcasGA2-TC008603	TcasGA2_TC008603	gnl|WGS:AAJJ|TC008603-PA	cdc14	cell division cycle 14, isoform D	TcasGA2-TC008603	CM000282.3	15686643	15694826	8184	+	Dual specificity protein phosphatase CDC14B-like Protein	7
TcasGA2-TC015757	1.39161940662046e-248	0.837733500275615	0.997	0.529	1.47330746578908e-244	0	TcasGA2-TC015757	TcasGA2_TC015757	gnl|WGS:AAJJ|TC015757-PA	Moca-cyp	Moca-cyp, isoform A	TcasGA2-TC015757	CM000281.3	7474992	7478173	3182	+	hypothetical protein	6
TcasGA2-TC015711	4.83138416469103e-248	0.377135947958033	0.744	0.281	5.1149864151584e-244	0	TcasGA2-TC015711	TcasGA2_TC015711	gnl|WGS:AAJJ|TC015711-PA	eIF4H1	eukaryotic translation initiation factor 4H1, isoform E	TcasGA2-TC015711	CM000281.3	5697352	5700926	3575	+	hypothetical protein	6
TcasGA2-TC013780	5.23573953434408e-247	0.671156838623375	0.545	0.18	5.54307744501008e-243	0	TcasGA2-TC013780	TcasGA2_TC013780	gnl|WGS:AAJJ|TC013780-PA	CG2200	uncharacterized protein Dmel_CG2200, isoform B	TcasGA2-TC013780	CM000280.3	4229742	4230919	1178	-	putative alpha-aspartyl dipeptidase-like Protein	5
TcasGA2-TC005066	3.03464815517756e-245	0.824937872918514	0.998	0.555	3.21278200188648e-241	0	TcasGA2-TC005066	TcasGA2_TC005066	gnl|WGS:AAJJ|TC005066-PA	CG5903	uncharacterized protein Dmel_CG5903, isoform B	TcasGA2-TC005066	CM000280.3	7139161	7140428	1268	-	hypothetical protein	5
TcasGA2-TC009857	8.64387700997266e-245	0.609541931533974	0.682	0.262	9.15127259045806e-241	0	TcasGA2-TC009857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TcasGA2-TC002806	1.74504649772019e-244	0.574553746188399	0.612	0.219	1.84748072713637e-240	0	TcasGA2-TC002806	TcasGA2_TC002806	gnl|WGS:AAJJ|TC002806-PA	CG5001	uncharacterized protein Dmel_CG5001, isoform C	TcasGA2-TC002806	CM000278.3	9612577	9618039	5463	-	DnaJ protein homolog 1-like Protein	3
TcasGA2-TC005544	3.2743504217455e-243	0.590216276557355	0.934	0.436	3.46655479150196e-239	0	TcasGA2-TC005544	TcasGA2_TC005544	gnl|WGS:AAJJ|TC005544-PA	Swip-1	Swiprosin-1, isoform B	TcasGA2-TC005544	CM000283.3	11466805	11467407	603	-	EF-hand domain-containing protein D2 homolog-like Protein	8
TcasGA2-TC000050	1.70954567669287e-241	0.609277248584761	0.733	0.295	1.80989600791474e-237	0	TcasGA2-TC000050	TcasGA2_TC000050	gnl|WGS:AAJJ|TC000050-PA	Arpc1	Actin-related protein 2/3 complex, subunit 1, isoform A	TcasGA2-TC000050	CM000278.3	10785475	10789048	3574	+	Actin-related protein 2/3 complex subunit 1A-like Protein	3
TcasGA2-TC032395	4.55137110628637e-241	0.44198956211133	0.865	0.385	4.81853659022538e-237	0	TcasGA2-TC032395	TcasGA2_TC032395	gnl|WGS:AAJJ|TC032395-PA	CG13220	uncharacterized protein Dmel_CG13220, isoform B	TcasGA2-TC032395	CM000278.3	5959696	5961088	1393	+	hypothetical protein	3
TcasGA2-TC006365	7.46771857772392e-241	0.688507466778375	0.984	0.503	7.90607365823631e-237	0	TcasGA2-TC006365	TcasGA2_TC006365	gnl|WGS:AAJJ|TC006365-PA	Chchd2	Coiled-coil-helix-coiled-coil-helix domain containing 2, isoform A	TcasGA2-TC006365	CM000283.3	7946061	7946985	925	+	hypothetical protein	8
TcasGA2-TC003401	1.11844075372383e-240	0.647217769727299	0.561	0.191	1.18409322596742e-236	0	TcasGA2-TC003401	TcasGA2_TC003401	gnl|WGS:AAJJ|TC003401-PA	Usp5	ubiquitin specific protease 5, isoform B	TcasGA2-TC003401	CM000278.3	4303152	4306973	3822	+	Ubiquitin carboxyl-terminal hydrolase 5-like Protein	3
TcasGA2-TC007711	4.2212624851369e-240	0.586195010951626	0.797	0.333	4.46905059301443e-236	0	TcasGA2-TC007711	TcasGA2_TC007711	gnl|WGS:AAJJ|TC007711-PA	Tom70	translocase of outer membrane 70, isoform A	TcasGA2-TC007711	CM000279.2	70155	72154	2000	+	Mitochondrial import receptor subunit TOM70-like Protein	4
TcasGA2-TC014440	6.46479422679612e-240	0.61708546277171	0.786	0.33	6.84427764790905e-236	0	TcasGA2-TC014440	TcasGA2_TC014440	gnl|WGS:AAJJ|TC014440-PA	Acsl	Acyl-CoA synthetase long-chain, isoform J	TcasGA2-TC014440	CM000280.3	10456427	10464998	8572	+	Very long-chain-fatty-acid--CoA ligase bubblegum-like Protein	5
TcasGA2-TC001171	2.52843443611486e-239	0.584905823325876	0.496	0.157	2.6768535375148e-235	0	TcasGA2-TC001171	TcasGA2_TC001171	gnl|WGS:AAJJ|TC001171-PA	CG5862	uncharacterized protein Dmel_CG5862	TcasGA2-TC001171	CM000277.3	12243709	12244773	1065	+	hypothetical protein	2
TcasGA2-TC015169	5.95900285912931e-238	0.509875949718767	0.925	0.416	6.3087963269602e-234	0	TcasGA2-TC015169	TcasGA2_TC015169	gnl|WGS:AAJJ|TC015169-PA	dpy	dumpy, isoform Y	TcasGA2-TC015169	CM000281.3	2073825	2076218	2394	-	hypothetical protein	6
TcasGA2-TC000467	7.76229198320364e-238	0.656090943204116	0.973	0.48	8.2179385226177e-234	0	TcasGA2-TC000467	TcasGA2_TC000467	gnl|WGS:AAJJ|TC000467-PA	TBCB	tubulin-binding cofactor B	TcasGA2-TC000467	CM000277.3	10919180	10920297	1118	-	Tubulin-folding cofactor B-like Protein	2
TcasGA2-TC032577	1.93359933519286e-235	0.649039265216373	0.707	0.283	2.04710161616868e-231	0	TcasGA2-TC032577	TcasGA2_TC032577	gnl|WGS:AAJJ|TC032577-PA	CG13544	uncharacterized protein Dmel_CG13544	TcasGA2-TC032577	CM000278.3	23274141	23285368	11228	-	hypothetical protein	3
TcasGA2-TC012707	3.6162469405384e-235	0.737714930412451	0.455	0.139	3.828520635948e-231	0	TcasGA2-TC012707	TcasGA2_TC012707	gnl|WGS:AAJJ|TC012707-PA	CG15651	uncharacterized protein Dmel_CG15651	TcasGA2-TC012707	CM000284.3	13524402	13524806	405	+	hypothetical protein	9
TcasGA2-TC006758	9.55394582481219e-235	0.732298284869584	0.503	0.164	1.01147624447287e-230	0	TcasGA2-TC006758	TcasGA2_TC006758	gnl|WGS:AAJJ|TC006758-PA	Rok	Rho kinase, isoform D	TcasGA2-TC006758	CM000283.3	13801169	13804433	3265	+	hypothetical protein	8
TcasGA2-TC003996	2.7750202146072e-234	0.658961626227965	0.561	0.194	2.93791390120464e-230	0	TcasGA2-TC003996	TcasGA2_TC003996	gnl|WGS:AAJJ|TC003996-PA	CG3061	uncharacterized protein Dmel_CG3061	TcasGA2-TC003996	CM000278.3	28927334	28929485	2152	-	DnaJ homolog subfamily B member 12-like Protein	3
TcasGA2-TC003078	5.66221636262129e-234	0.654655463697647	0.971	0.468	5.99458846310716e-230	0	TcasGA2-TC003078	TcasGA2_TC003078	gnl|WGS:AAJJ|TC003078-PA	CG3335	uncharacterized protein Dmel_CG3335	TcasGA2-TC003078	CM000278.3	2625519	2636644	11126	-	putative RNA-binding protein 19-like Protein	3
